Name,School Code
Kolb Elementary School,6966
Kosciuszko School,2055
Kraft Meadows Intermediate School,495
KRESA Head Start First Presbyterian,3637
KRESA Head Start Milwood United Methodist Church,3671
KRESA Head Start New LIfe,3318
KRESA Head Start North Park,3636
KRESA Head Start PCC,2234
KRESA Head Start SJC,2239
KRESA Head Start West Main,3320
Kuehn-Haven Middle School,6956
Kurtz Elementary School,5759
L'Anse 6-12,4149
L'Anse K-5,4149
L.E. White Middle School,59
Lafayette School,2069
Laingsburg Early Childhood Education Center,9358
Laingsburg Elementary School,2070
Laingsburg High School,2071
Laingsburg Middle School,6302
Lake Ann Elementary School,8846
Lake Center Elementary School,2076
Lake City Elementary School,8535
Lake City High School,7483
Lake City Middle School,7484
Lake Fenton High School,2082
Lake Fenton Middle School,9550
Lake Hills Elementary School,6271
Lake Huron Virtual & Hybrid High School,825
Lake Linden-Hubbell Schools 6-12,2083
Lake Linden-Hubbell Schools K-5,2083
Lake Orion Community High School,2088
Lake Shore Adult Education,9835
Lake Shore High School,2089
Lake Shore High School,2089
Lake Superior Academy,2700
Lakeland Elementary School,2091
Lakeland Elementary School,2090
Lakeland High School,6491
Laker Elementary,9023
Laker High School,1109
Laker Middle School,2093
Lakes Elementary School,2094
Lakeshore Elementary School,7840
Lakeshore High School,2095
Lakeshore High School,2095
LAKESHORE LEARNING CENTER,9766
Lakeshore Middle School,8457
Lakeshore Middle School,8457
Lakeshore Middle School,2097
Lakeshore Middle School,2097
Lakeshore Virtual School,2967
Lakeside School,2100
Lakeview Alternative High School,3625
Lakeview Early Childhood Center,2408
Lakeview Elementary School,2104
Lakeview Elementary School,2104
Lakeview High School,5220
Lakeview High School,5220
Lakeview High School,5220
Lakeview High School,2106
Lakeview High School,2106
Lakeview High School,2106
Lakeview High School,2105
Lakeview High School,2105
Lakeview High School,2105
Lakeview Middle School,4586
Lakeview Middle School,4586
Lakeview Middle School,2103
Lakeview Middle School,2103
Lakeview School,2108
Lakeview Virtual School,3413
Lakeville Elementary School,8629
LakeVille High School,2111
LakeVille Middle School,2862
Lakewood Early Childhood Center,2761
Lakewood Elementary School,2114
Lakewood Elementary School,2114
Lakewood Elementary School,2114
Lakewood Elementary School,2114
Lakewood Elementary School,6489
Lakewood Elementary School,6489
Lakewood Elementary School,6489
Lakewood Elementary School,6489
Lakewood Elementary School,8895
Lakewood Elementary School,8895
Lakewood Elementary School,8895
Lakewood Elementary School,8895
Lakewood Elementary School,4451
Lakewood Elementary School,4451
Lakewood Elementary School,4451
Lakewood Elementary School,4451
Lakewood High School,2113
Lakewood Middle School,7836
Lamora Park School,9352
Lamphere Center,2639
Lamphere Early Childhood Center,1908
Lamphere High School,2123
Landmark Academy,8701
Lansing Adult Education,4456
Lansing Learning Hub,3685
Lansing Technical High School,4322
Lapeer Co. Education and Technology Center,6544
Lapeer High School,6596
Larsen Elementary School,1080
Larson Middle School,6366
LaSalle High School,2135
Lathers Early Childhood and Kindergarten Center,516
Laurus Academy,9449
Lawrence Elementary School,2139
Lawrence Jr/Sr High School,2140
Lawton Accelerated Academic Center,9635
Lawton Elementary School,2141
Lawton High School,2142
Lawton Middle School,6370
LCS Virtual Academy,4013
Lean Elementary School,2986
Learn 'n Grow Early Childhood Education Center,3593
Learning Center,3370
Learning Options High School,2961
Lee Elementary School,4444
Lee High School,2148
Lee M. Thurston High School,2149
Lee Middle School,493
Leelanau Montessori Public School Academy,466
Legacy Charter Academy,367
Legacy High School,5150
Legg Middle School,5229
Leland Public School,2155
Lemmer Elementary School,1954
Leon W. Hayes Intermediate School,3918
Leonard Elementary School,5073
Leonard Elementary School,5073
Leonard Elementary School,5073
Leonard Elementary School,2160
Leonard Elementary School,2160
Leonard Elementary School,2160
Leonard Elementary School,2161
Leonard Elementary School,2161
Leonard Elementary School,2161
Leonidas School,4198
Leota Fiedler Elementary School,1230
Leslie High School,2164
Leslie Learning Center,4440
Leslie Middle School,1846
Lessenger Early Childhood Center,4148
Lessenger Elementary School,2168
Let's Talk About It Girls Home,3523
Let's Talk About It Home for Young Men,3528
Lewis Maire Elementary School,2172
Lewiston Elementary School,2174
Lewton School,1277
Liberty Middle School,2647
Life Skills Center,7492
LifeTech Academy,2154
Light of the World Academy,2707
Lighthouse Academy - Eagle Village,3050
Lighthouse Academy - Juvenile Justice Institute,4008
Lighthouse Academy - Ottawa Juvenile Detention Center,4007
Lighthouse Academy - South Campus,9924
Lighthouse Academy - The Pier,3055
Lighthouse Academy - The Port,2462
Lighthouse Academy - Waalkes,1536
Lighthouse Academy-Barry County Community Building,4485
Lighthouse Academy-Muskegon Community Building,4324
Lighthouse Connections Academy,3366
Lighthouse Education Center,5794
Lighthouse Elementary School,9208
Lillian Fletcher Elem. School,2179
Lillian G. Mason Elementary School,9157
Lincoln Alternative High School,9543
Lincoln Developmental Center,3478
Lincoln Elementary,2185
LINCOLN ELEMENTARY SCHOOL,350
LINCOLN ELEMENTARY SCHOOL,350
LINCOLN ELEMENTARY SCHOOL,350
LINCOLN ELEMENTARY SCHOOL,350
LINCOLN ELEMENTARY SCHOOL,350
LINCOLN ELEMENTARY SCHOOL,350
Lincoln Elementary School,2196
Lincoln Elementary School,2196
Lincoln Elementary School,2196
Lincoln Elementary School,2196
Lincoln Elementary School,2196
Lincoln Elementary School,2196
Lincoln Elementary School,2197
Lincoln Elementary School,2197
Lincoln Elementary School,2197
Lincoln Elementary School,2197
Lincoln Elementary School,2197
Lincoln Elementary School,2197
Lincoln Elementary School,2202
Lincoln Elementary School,2202
Lincoln Elementary School,2202
Lincoln Elementary School,2202
Lincoln Elementary School,2202
Lincoln Elementary School,2202
Lincoln Elementary School,2210
Lincoln Elementary School,2210
Lincoln Elementary School,2210
Lincoln Elementary School,2210
Lincoln Elementary School,2210
Lincoln Elementary School,2210
Lincoln Heights Elem. School,5236
Lincoln High School,2201
Lincoln International Studies School,2209
Lincoln Learning Center,2292
Lincoln Middle School,2205
Lincoln Middle School,2205
Lincoln Middle School,5166
Lincoln Middle School,5166
Lincoln Park Elementary School,2208
Lincoln Park High School,2207
Lincoln Park Middle School,8692
Lincoln School,2211
Lincoln School,2211
Lincoln School,2211
Lincoln School,2220
Lincoln School,2220
Lincoln School,2220
Lincoln School,2216
Lincoln School,2216
Lincoln School,2216
Lincoln School,2214
Lincoln School,2214
Lincoln School,2214
Lincoln School,2223
Lincoln School,2223
Lincoln School,2223
Lincoln Senior High School,2187
Lincoln-King Adams-Young - Grove Campus,4038
Lincoln-King Adams-Young 6-8,4044
Lindemann Elementary School,2229
Linden Charter Academy,8739
Linden Elementary School,2230
Linden Grove Middle School,9942
Linden High School,2231
Linden Middle School,2232
Link Learning Belding,2824
Link Learning Escanaba,1980
Link Learning Grand Rapids Alger Heights,2455
Link Learning Grand Rapids Fuller Ave,2826
Link Learning Howard City/Tri County,1957
Link Learning Kenowa Hills,2981
Link Learning Lakeview,2450
Link Learning Menominee,2456
Link Learning Merrill,3858
Link Learning Schoolcraft,2459
Link Learning St Louis,2834
Link Learning Stanton/Central Montcalm,1963
Link Learning Virtual Program,4205
Linsday,2235
Linwood Elementary School,2236
LISD GPGS,9508
LISD TECH Center,5975
Litchfield Elementary School,2238
Litchfield High School,2237
LITTLE CAVALIER LEARNING CENTER,3464
Little Dragon Learning Center,3630
Little Highlanders Learning Center,3379
Little Lakers GSRP,4263
Little Learners Early Childhood Center,4465
Livingston Classical Academy 6-12,2932
Livingston Classical Academy K-5,2932
Livingston County Adult Education,2952
Livonia Career Technical Center,5757
Livonia Transition Program,2726
LLC---Bay Campus,8912
Local Based Special Education Early Childhood Programs,3066
Local-Based SpecEd Programs,9239
Lockwood Elementary School,6026
Logan Elementary School,6697
Lone Pine Elementary School,5766
Long Elementary School,5396
Long Lake Elementary School,2250
Long Meadow Elementary School,5239
Longacre Elementary School,2252
Loon Lake Elementary School,5706
Loren Eyler Elementary School,2262
Lorenz C. List School,2263
Lottie M. Schmidt Elem. School,6262
Louise Peacock School,1981
Lowell Middle School,6357
Lowell Senior High School,2272
Lowrey Elementary School,4837
Lowrey Middle School,5850
Loy Norrix High School,2275
Luce Road Elementary School,7367
Lucile S. Patton Elem. School,2278
Ludington Elementary School,1275
Ludington High School,2279
Luther C. Klager Elem. School,5816
Luther L. Wright 7-12 School,2282
Luther L. Wright K-6 School,2282
Lutz School for Work Experience,1350
Lybrook Elementary School,2288
Lyle A. Torrant Center,5984
Lyons School,2290
M.A.L.C.,9628
M.G. Millet Learning Center,7038
M.L. King Academy,2760
Macatawa Bay Middle School,6296
MacDonald Elementary EC School,928
MacDonald Middle School,5798
MacDowell Preparatory Academy,2301
MacGregor Elementary School,6967
Mackensen Elementary School,2309
Mackenzie Elementary-Middle School,853
Mackinac Island School,2305
Mackinaw City K-12 School,2306
Mackinaw High School,8178
Mackinaw Trail Middle School,8628
Macomb Academy,8051
Macomb County Juvenile Justice Center School,5970
Macomb Math Science Technology Center,1898
Macomb MIPP Center,8875
Macomb Montessori Academy,1738
Madison Academy - High School,499
Madison Academy Elementary/Middle School,9450
Madison District Early Childhood Education Center,9776
Madison Elementary School,2326
Madison Elementary School,2326
Madison Elementary School,2326
Madison Elementary School,2315
Madison Elementary School,2315
Madison Elementary School,2315
Madison High School,2316
Madison High School,2316
Madison High School,2317
Madison High School,2317
Madison Middle School,7262
Madison Preparatory High School,8980
Madison School,6726
Madison School,2286
Madison-Carver Academy,1309
MAISD Early Childhood Program,1663
MAISD Early On Program,1664
Malcolm High School,6812
Malcolm Williams School,7742
Malow Junior High School,6255
Maltby Intermediate School,9990
Mancelona Elementary School,2332
Mancelona High School,2333
Mancelona Middle School,6599
Manchester Junior/Senior High School,2335
Manistee ISD Center Programs,8937
Manistee Middle High School,2339
Manistique Middle and High School,2340
Mann Learning Community,2341
Manor Elementary School,2342
Manton Consolidated Elem. School,5901
Manton Consolidated High School,2343
Manton Consolidated Middle School,8301
Maple Creek Education Center,9764
Maple Grove Alternative High School,1188
Maple Grove Elementary School,2345
Maple Lane School,1344
Maple Street Magnet School for the Arts,3518
Maple Valley Jr/Sr High School,2354
Maple Valley Pathways High School,7776
Maples Elementary School,2356
Maplewood School,2496
Mar Lee School,2366
Marble School,5416
Marcellus Community Education Center,1068
Marcellus Elementary School,2369
Marcellus High School,5257
Marcellus Middle School,3992
Marie C. Graham Elem. School,2374
Marine City High School,2376
Marine City Middle School,2375
Marion D. Crouse Instr. Center,3691
Marion Elementary School,5258
Marion High School,2378
Marion Law Academy,2377
Marjorie Carlson Elementary School,2379
Mark C. Roose Elementary School,2380
Mark Twain Elementary School,2382
Mark Twain Elementary-Middle School,2383
Marlette Elementary,230
Marlette Jr./Sr. High School,2385
Marquette Elementary School,2388
Marquette Elementary-Middle School,2390
Marquette Senior High School,2389
Marquette-Alger Administrative Unit,8859
Mars Elementary School,298
Marshall Academy,8817
Marshall Elementary School,5260
Marshall Greene Middle School,6942
Marshall High School,6111
Marshall Middle School,2318
Marshall Opportunity High School,9244
Martell Elementary School,6365
Martin G. Atkins Elementary School,9552
Martin High School,2402
Martin Luther King Elem. School,5760
Martin Luther King Jr. Elementary,3502
Martin Luther King Jr. Senior High School,1043
Martin Luther King Leadership Academy,1630
"Martin Luther King, Jr. Education Center Academy",7425
Mary A. White School,2407
Mary D. Mitchell School,2582
Mary Helen Guest Elementary School,889
Mary McGuire School,2412
Mary McLeod Bethune Elementary-Middle School,1518
Marysville High School,2416
Marysville Middle School,2414
Mason Academy,2431
Mason Central School,2422
Mason County Central H.S.,2424
Mason County Central M.S.,2423
Mason County Central Upper Elementary,9762
Mason County Eastern Elem. Sch.,855
Mason County Eastern Junior High/High School,1045
Mason High School,2426
Mason Middle School,5883
Mason Middle School,5883
Mason Middle School,5883
Mason Middle School,2428
Mason Middle School,2428
Mason Middle School,2428
Mason Middle School,4071
Mason Middle School,4071
Mason Middle School,4071
Mason Senior High School,2432
Mason Virtual Academy,2975
Masonic Heights Elementary School,2433
Mattawan Early Childhood Education Center,3950
Mattawan Early Elem. School,2438
Mattawan High School,2439
Mattawan Later Elem. School,7495
Mattawan Middle School,5678
Maurice Spear Campus,9527
Max Paun School,2442
May V. Peck Elementary School,2445
Maybury Elementary School,2448
Mayville Elementary School,2453
Mayville Middle & High School,2452
McAlear-Sawden Elem. School,5463
McBain Early Learning Center,3996
McBain Elementary School,5900
McBain High School,2468
McBain Middle School,3618
McBride Middle School,5988
McCollough Elementary School,9400
McComb Elementary School,4973
McDonald Elementary School,2460
MCESA and Sugnet School Classroom Programs,8857
McFall Elementary School,2579
McGrath Elementary School,5677
McGregor Elementary School,1773
McIntyre Elementary School,5764
McKinley Elementary School,2463
McKinley Elementary School,2463
McMillan Elementary School,2495
Meachum Elementary,5276
Meadow Brook Elementary School,2498
Meadow Brook Elementary School,2498
Meadow Brook Elementary School,2498
Meadow Brook Elementary School,7638
Meadow Brook Elementary School,7638
Meadow Brook Elementary School,7638
Meadow Ridge Elementary School,8713
Meadowbrook Elementary School,8577
Meadowbrook Elementary School,8577
Meadowbrook Elementary School,8577
Meadowlawn Elementary,2500
Meadows Avondale Learning Center,584
Meads Mill Middle School,6591
Mecosta Elementary School,2503
Mecosta-Osceola Career Center,6586
Mecosta-Osceola Education Center,6159
Melvindale High School,2507
Memorial Elementary 1-2 Campus,523
Memorial Elementary School,2509
Memphis Elementary School,6672
Memphis Junior/Senior High School,5673
Mendon Elementary School,2512
Mendon Middle/High School,2511
Menominee Elementary School,9387
Menominee High School,5695
Menominee ISD Special Education,8944
Menominee Jr High School,2514
Meridian Early College High School,1565
Meridian Elementary School,2515
Meridian Elementary School,2515
Meridian Elementary School,5712
Meridian Elementary School,5712
Meridian Junior High School,2516
Merrill Elementary School,2520
Merrill High School,2519
Merrill Middle School,6222
Merrill Park Elementary School,2521
Merritt Academy,9077
Merritt Elementary School,8303
Meryl S. Colt Early Childhood Education Center,2526
Mesick Consolidated Jr/Sr High School,5866
Messmore Elementary School,7129
Metro Charter Academy,8799
Meyer Elementary School,2533
Miami Elementary School,6588
Michael Berry Career Center,9515
Michael Hamady Elementary School,4072
Michael J McGivney,8777
Michener Elementary School,9674
Michigamme Elementary School,2538
Michigan Center Jr/Sr High School,2544
Michigan Collegiate Elementary,8726
Michigan Collegiate Middle/High School,9089
Michigan Connections Academy,469
Michigan Cyber Academy,2176
Michigan Great Lakes Virtual Academy,1864
Michigan International Prep School,3169
Michigan International Prep-Howell,4139
Michigan International Prep-Saginaw,4099
Michigan Mathematics and Science Academy Dequindre,3302
Michigan Mathematics and Science Academy Lorraine,129
Michigan Online School,3281
Michigan Virtual Charter Academy,482
Michigan Youth Challenge Academy,2218
Mid Peninsula School,3243
Mid-Michigan Leadership Academy,8323
Middle School - Central,2125
Middle School - East,8735
Middle School - North,2060
Middle School - South,2119
Middle School at Parkside,2957
Middle School Mathematics Science Technology Center,1903
Midland County Educational Service Agency - Longview ECC,4093
Midland High School,2555
Midvale Early Childhood Center,2556
Midway Early Childhood Center,2557
Milan Alternative Education,2908
Milan High School,2558
Milan Middle School,5691
Mildred C. Wells Preparatory Academy,9608
Milford High School,1801
Mill Creek Academy,4470
Mill Creek Elementary School,7458
Mill Creek Middle School,8059
Mill Creek Middle School,8059
Mill Creek Middle School,8039
Mill Creek Middle School,8039
Millennium Middle School,7523
Miller,285
Miller Elementary School,6274
Miller Elementary School,6274
Miller Elementary School,2567
Miller Elementary School,2567
Millington High School,2570
Millington Junior High School,1321
Millside Elementary School,2687
Milton C. Porter Ed. Center,565
Milwood Elementary School,2574
Milwood Magnet School,2575
Minges Brook School,2578
Mini Miners Learning Center,4494
Mio-AuSable Elementary School,2580
Mio-AuSable High School,2581
Mixter School,1487
Moccasin Elementary School,2583
Model Elementary School,5235
Mohawk Elementary School,7214
MOISD Early Childhood,9438
Momentum Academy,1862
Mona Shores High School,2587
Mona Shores Middle School,5815
Monroe County Education Center,1274
Monroe County Middle College,70
Monroe County Transition Center,9253
Monroe County Youth Center,8224
Monroe Elementary School,2591
Monroe Elementary School,2591
Monroe High School,6503
Monroe Middle School,2592
Monroe Road Elementary School,8887
Montabella Elementary,346
Montabella Junior/Senior High,1091
Montague Area Childhood Center,664
Montague Elementary School,2595
Montague High School,2596
Montcalm Area Career Center,6903
Montcalm Area ISD Transition Center,3744
Montrose Alternative Education Center,9494
Moore Elementary School,1863
Moorsbridge Elementary School,7926
Moraine Elementary School,5283
Morenci Elementary School,2607
Morenci Middle and High School,6078
Morgan Elementary School,2608
Morgan-Shaw School,8545
Morley Stanwood Elementary School,2610
Morley Stanwood High School,2613
Morley Stanwood Middle School,8494
Morrice Area Elementary School,2614
Morrice Area High School,2615
Morris Adler Elementary School,5284
Morrish Elementary School,2617
Morse Elementary School,2618
Morton Elementary School,8355
Mosaic School,7764
Moses Field Center,8951
Mott Middle College High School,7576
Mound Park Elementary School,2623
Mount Clemens Center for Lifelong Learning,7833
Mount Clemens High School,2624
Mount Clemens Middle School,7252
Mt. Clemens Montessori Academy,9294
Mt. Hope School,1278
Mt. Morris Education and Community Center,2631
Mt. Morris Middle School,2633
Mt. Pleasant Community Education,3896
Mt. Pleasant Middle School,2635
Mt. Pleasant Senior High School,2636
Mt. Vernon Head Start,257
Muir Middle School,2641
Mulick Park Elementary School,2035
Multicultural Academy,9446
Mumford High School,2644
Munger Elementary-Middle School,858
Munising High and Middle School,1928
Murphy Elementary School,1530
Murray Lake Elementary,9370
Muskegon Area Career Tech Center,9168
Muskegon Community Education Center,1340
Muskegon Covenant Academy,2490
Muskegon Heights Academy,2651
Muskegon High School,2652
Muskegon Maritime Academy,4193
Muskegon Middle School,1268
Muskegon Montessori Academy for Environmental Change,1966
Musson Elementary School,7350
Myers Elementary School,6403
Myers Elementary School,6403
Myers Elementary School,2654
Myers Elementary School,2654
MySchool@Kent,2942
N.W. Wayne Trainable Center,4907
Nah Tah Wahsh Public School Academy,8221
Naomi Gibbing Elementary School,5640
Napoleon High School,2660
Napoleon Middle School,2661
Natalie Kreeger Elementary School,7706
Navigator Upper Elementary School,6553
Neff Early Childhood Center,1937
Negaunee High School,2666
Negaunee Middle School,621
Neil E. Reid High School,1376
Neinas Dual Language Learning Academy,2669
Neithercut Elementary School,2670
Nellie B. Chisholm Middle School,2673
New Bedford Academy,8632
New Beginnings Alternative High School,8033
New Branches Charter Academy,8019
New Buffalo Elementary School,2678
New Buffalo Middle School,8503
New Buffalo Senior High School,2677
New Dawn Academy of Warren,3922
New Groningen School,2682
New Haven Administration,5828
New Haven Elementary School,9437
New Haven High School,2683
New Lothrop Elementary School,3716
New Lothrop High School,2685
New Options High School,7293
New Paradigm College Prep,2329
New Paradigm Glazer Academy,5675
Neway Center,1186
Newaygo County Career Tech Center,6149
Newaygo Elementary School,7383
Newaygo High School,2688
Newaygo Middle School,6363
Newberry Area School - Elementary,2692
Newberry Area School - Secondary,2692
Newcomers Community School,8923
NexTech High School,1397
Nichols Elementary-Middle School,2703
Niji-Iro Japanese Immersion Elementary School,2502
Niles Cedar Lane,6635
Niles Comm. Schools Adult Education,8948
Niles Senior High School,2704
Niles Virtual School,1176
Noble Elementary-Middle School,6103
Nolan Elementary-Middle School,2708
Noor International Academy,757
North Adams-Jerome Elem. School,2715
North Adams-Jerome Middle/High School,2714
North Aurelius Elementary School,2716
North Branch Elementary School,5603
North Branch High School,2718
North Central Academy Campus,8626
North Central Area Senior High School,3114
North Central Elementary School,5987
North Central Middle School,3480
North Creek Elementary School,2720
North Dickinson Elementary,6194
North Dickinson Middle School,6194
North Ed-Adult Education,9003
North Ed-Bridgeway,9748
North Ed-Career Tech,6145
North Ed-Creekside School,7133
North Ed-Early Childhood,9503
North Ed-New Horizons,9783
North Ed-SE Early Childhood,288
North Elementary School,7443
North Elementary School,7443
North Elementary School,7443
North Elementary School,7443
North Elementary School,7443
North Elementary School,2722
North Elementary School,2722
North Elementary School,2722
North Elementary School,2722
North Elementary School,2722
North Elementary School,2727
North Elementary School,2727
North Elementary School,2727
North Elementary School,2727
North Elementary School,2727
North Elementary School,2737
North Elementary School,2737
North Elementary School,2737
North Elementary School,2737
North Elementary School,2737
North Elementary School,7561
North Elementary School,7561
North Elementary School,7561
North Elementary School,7561
North Elementary School,7561
North Farmington High School,2729
North Godwin Elementary School,2730
North Hill Elementary School,2731
North Hills Middle School,5071
North Holland Elementary School,2732
North Huron School,2734
North Lake High School,7687
North LeValley Elem. School,6001
North Muskegon Elementary School,2741
North Muskegon High School,2740
North Muskegon Middle School,8648
North Oakview Elementary School,2742
North Ohio Elementary School,6125
North Park Montessori Academy,7386
North Pennfield Elementary,2998
North Pointe Center,9082
North Pointe Elementary,4097
North Road Elementary School,2744
North Rockford Middle School,6306
North Saginaw Charter Academy,8740
North Sashabaw Elementary School,5624
North School,6662
North Shore Elementary,9522
North Star Montessori Academy,8476
North Star School,7743
North Ward Elementary School,2748
Northeast Elementary School,5802
Northeast Middle School,2750
Northeastern Elementary School,2753
Northeastern Elementary School,77
Northern High School,6294
Northern Hills Middle School,6762
Northern Trails 5/6 School,8541
Northglade Montessori School,2762
Northport Public School,2764
Northridge Academy,8721
Northside Child Development Center,2767
Northview High School,2768
Northview Next Career Center,7694
Northview Next Learning Center,3660
Northville High School,2772
Northwest Connect,8571
Northwest Early Elementary School,2966
Northwest Elementary School,2773
Northwest Elementary School,2773
Northwest Elementary School,6116
Northwest Elementary School,6116
Northwest High School,5625
Northwest Kidder Middle School,2774
Northwestern High School,2778
Northwood Elementary School,2781
Norton Elementary School,5217
Norup International School,1959
Norway Elementary School,9666
Norway High School,2784
Nottawa Community School,2787
NOVA Discipline Academy,734
Novi Adult Education,7903
Novi Adult Transition Center,2554
Novi Early Childhood Education Center,9145
Novi GSRP,2504
Novi High School,5315
Novi Meadows School,7042
Novi Middle School,6172
Novi Woods Elementary School,2788
Nowlin Elementary School,4541
O.J. DeJonge Middle School,2792
OAISD Community Based Early Childhood,9727
Oak Park High School,2798
Oak Park Preparatory Academy,1333
Oak Park Service Learning Academy (OPSLA),3655
Oak Ridge Elementary School,2800
Oak Valley Middle School,7912
Oakbrook Elementary School,6181
Oakland Academy,8616
Oakland Early College,9852
Oakland Elementary School,2805
Oakland FlexTech High School,1876
Oakland International Academy - Elementary,9314
Oakland International Academy - High School,2212
Oakland International Academy - K-1,8743
Oakland International Academy - Middle,9830
Oakland Schools Technical Campus--NE,8812
Oakland Schools Technical Campus--NW,8813
Oakland Schools Technical Campus--SE,8756
Oakland Schools Technical Campus--SW,8814
Oakley Park Elementary School,2809
Oakley W. Best Middle School,2810
Oakman Elementary School,2813
Oakridge Fusion,9958
Oakridge High School,2814
Oakridge Lower Elementary School,4576
Oakridge Middle School,2815
Oakridge Upper Elementary School,534
Oakside Prep Academy,1982
Oaktree Elementary School,8352
Oakview Elementary School,2817
Oakview Elementary School,2817
Oakview Elementary School,4115
Oakview Elementary School,4115
Oakview Middle School,9049
Oakwood Elementary School,3101
Oakwood Elementary School,3101
Oakwood Elementary School,5180
Oakwood Elementary School,5180
Oakwood Intermediate,9937
Oceana County Early Learning Center,3886
Odyssey Middle/High School,7631
Oehrli Elementary School,3139
Office of Adult Education,9020
Ogemaw Heights High School,4438
Ojibwa Elementary School,2821
Ojibwe Charter School,9308
Okemos High School,2822
Okemos Public Montessori-Central,9348
Old Mission Peninsula School,3331
Old Redford Academy - Elementary,8723
Old Redford Academy - High,9481
Old Redford Academy - Middle School,3434
Old Village School - Early Childhood Program,9087
Olivet High School,2828
Olivet Middle School,6354
Omni High School,9242
Onaway Elementary School,2829
Onaway Middle School,8646
Onaway Senior High School,2830
Onekama Consolidated Schools,5855
Onsted Community High School,2832
Onsted Elementary,8660
Onsted Middle School,6358
Ontonagon Area School,6170
Orchard Center High School,2842
Orchard Hills,3696
Orchard Hills Elementary School,2843
Orchard Primary School,8657
Orchard View Community Education,8193
Orchard View Early Elementary,7371
Orchard View Elementary School,2849
Orchard View High School,2847
Orchard View Middle School,2845
Oriole Park Elementary School,3537
Orion Oaks Elementary School,8320
Orville C. Krause Elementary School,8904
Osborn High School,32
Oscar A. Carlson High School,525
Oscoda Area High School,2856
Otsego High School,2865
Otsego Middle School,2863
Otsego West Campus High School,9525
Ottawa Area Center,1054
Ottawa Elementary School,2867
Ottawa Elementary School,2867
Ottawa Elementary School,5325
Ottawa Elementary School,5325
Ottawa Elementary School,5326
Ottawa Elementary School,5326
Ottawa High Transition,3557
Ottawa Hills High School,3197
Outlook Academy,9085
Outlook Academy - Youth Home Campus,9987
Ovid-Elsie Comm. Ed./Alt. H.S.,7726
Ovid-Elsie High School,5333
Ovid-Elsie Middle School,2919
Owen Elementary School,2922
Owen Intermediate School,263
Owendale-Gagetown Elementary School,5109
Owendale-Gagetown Jr/Sr High School,5605
Owosso High School,2924
Owosso Middle School,2920
Oxbow Elementary School,5070
Oxford Bridges High School,382
Oxford Crossroads Day School,2466
Oxford Early Learning Center,215
Oxford Elementary School,7997
Oxford High School,2437
Oxford Middle School,5879
Oxford Virtual Academy,784
P.D. Chatterton Middle School,5878
P.D. Graham Elementary School,5881
Paddock Elementary School,2930
Page Elementary School,7253
Page Middle School,1960
Paint Creek Elementary School,8811
Palmer Park Preparatory Academy,1552
Palmer School,2931
Palms Elementary School,2934
Pansophia Academy,8250
Paragon Charter Academy,8644
Paramount Charter Academy,8642
Parcells Middle School,2937
Parchment Central Elem. School,5885
Parchment High School,2938
Parchment Innovation Center,201
Parchment Middle School,2939
Parchment North Elem. School,2941
Parchment Northwood Elem. School,2940
Pardee School,2943
Paris Ridge Elementary,259
Park Elemementary School,1787
Park Elementary School,5336
Parke Lane Elementary School,2948
Parker Middle School,1775
Parkside Elementary School,2958
Parkview Elementary School,5797
Parkview Elementary School,5797
Parkview Elementary School,5797
Parkview Elementary School,7349
Parkview Elementary School,7349
Parkview Elementary School,7349
Parkview Elementary School,2959
Parkview Elementary School,2959
Parkview Elementary School,2959
Parkwood-Upjohn Elementary School,2962
Parma Elementary School,2965
Parsons Elementary School,715
Pasteur Elementary School,2969
Pathfinder Educational Center,1037
Pathfinder Elementary School,8461
Pathfinder School,8715
Pathfinders Alternative Ed,2193
Pathway School,3613
Pathways Academy,2396
Pathways To Success Academic Campus,8680
Patricia St. Clair Elementary School,1654
Patrick Hamilton Elementary,2464
Pattengill Elementary School,2974
Pattengill School,2973
Pattengill School,2973
Pattengill School,1282
Pattengill School,1282
Patterson Elementary School,2976
Patterson Intermediate Learning Center,3192
Paul A. Schalm School,2978
Paul Robeson Malcolm X Academy,7633
Paw Paw Early Elementary School,341
Paw Paw High School,2980
Paw Paw Later Elementary,9043
Paw Paw Middle School,2541
PCCS Preschool,9109
Peach Plains School,2985
Peck Community Elem. School,5344
Peck Jr./Sr. High School,5345
Pellston Elementary School,2993
Pellston Middle/High School,2994
Pembroke Academy,3377
Pembroke Elementary School,2995
Pennfield Dunlap Elementary,2996
Pennfield Middle School,2997
Pennfield Purdy School,2999
Pennfield Senior High School,3001
Pennsylvania Elementary School,1327
Pentwater Elementary,3004
Pentwater Middle School,3004
Pepper Elementary School,3006
Perry Early Learning Center,2062
Perry Elementary & Early Learning Center,3012
Perry Innovation Center,8963
Perry Learning Center,1452
"Perry Secondary Campus, Home to Perry Middle & Perry High School",3013
Perry Upper Elementary,6029
Pershing High School,3015
Petoskey High School,3017
Petoskey Middle School,3018
Petoskey Montessori Elem. School,8492
Pewamo-Westphalia Elementary School,3019
Pewamo-Westphalia Middle/High School,3021
Phoenix Alternative High School,4737
Phoenix Alternative High School,4737
Phoenix Alternative High School,2357
Phoenix Alternative High School,2357
Phoenix Alternative School,7528
Pickford Public Schools,3024
Pied Piper School,808
Pierce Elementary School,3030
Pierce Lake Early Childhood Center,4442
Pierce Middle School,3031
Pierce Middle School,3031
Pierce Middle School,1940
